website,web_ip_addr,web_host_comp,web_host_country,web_host_city
fruitnvegetable.com.au,23.227.38.65,"Shopify, Inc",Canada,none
8heater.com,23.227.38.32,"Shopify, Inc",Canada,none
wildliliesboutique.com,23.227.38.32,"Shopify, Inc",Canada,none
uprisingmeals.com,23.227.38.32,"Shopify, Inc",Canada,none
tonicnaturals.com,23.227.38.32,"Shopify, Inc",Canada,none
newtonbaby.com,23.227.38.32,"Shopify, Inc",Canada,none
e-connect.re,23.227.38.65,"Shopify, Inc",Canada,none
roguecomputing.co.nz,23.227.38.65,"Shopify, Inc",Canada,none
freddiestreasures.co.za,23.227.38.65,"Shopify, Inc",Canada,none
hourglasscosmetics.com,23.227.38.32,"Shopify, Inc",Canada,none
lovetreats.in,23.227.38.32,"Shopify, Inc",Canada,none
avabellucci.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
teremana.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
alrossa.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
howridiculous.org,23.227.38.65,"Shopify, Inc",Canada,none
healingcrystalsindia.com,23.227.38.32,"Shopify, Inc",Canada,none
anokhiada.com,23.227.38.65,"Shopify, Inc",Canada,none
wildminimalist.com,23.227.38.32,"Shopify, Inc",Canada,none
upsports.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
toolstore.com.co,23.227.38.32,"Shopify, Inc",Canada,none
buuklet.net,23.227.38.65,"Shopify, Inc",Canada,none
everything-tennis.com,23.227.38.65,"Shopify, Inc",Canada,none
alijayglobal.com,23.227.38.32,"Shopify, Inc",Canada,none
hannahlavery.co.za,23.227.38.32,"Shopify, Inc",Canada,none
leatherkeyco.com,23.227.38.65,"Shopify, Inc",Canada,none
luxomish.com,23.227.38.32,"Shopify, Inc",Canada,none
barberscissorsonly.com.au,23.227.38.32,"Shopify, Inc",Canada,none
thepetgrocer.com,23.227.38.32,"Shopify, Inc",Canada,none
bitcoinsafety.com,23.227.38.65,"Shopify, Inc",Canada,none
jaggerwatches.com,23.227.38.32,"Shopify, Inc",Canada,none
healthoxide.com,23.227.38.65,"Shopify, Inc",Canada,none
apextailers.com,23.227.38.32,"Shopify, Inc",Canada,none
williamsandkent.com,23.227.38.65,"Shopify, Inc",Canada,none
vandrebrand.com,23.227.38.32,"Shopify, Inc",Canada,none
topdirectgear.com,23.227.38.32,"Shopify, Inc",Canada,none
designfullprint.com,23.227.38.32,"Shopify, Inc",Canada,none
climawear.com,23.227.38.32,"Shopify, Inc",Canada,none
faceiceglobes.com,23.227.38.32,"Shopify, Inc",Canada,none
bloomcannabis.shop,23.227.38.70,"Shopify, Inc",Canada,none
homemark.co.za,23.227.38.32,"Shopify, Inc",Canada,none
thegoodstore.co,23.227.38.69,"Shopify, Inc",Canada,none
manitobaharvest.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
bbonlinebabyclothing.com,23.227.38.72,"Shopify, Inc",Canada,none
tknorth.com,23.227.38.36,"Shopify, Inc",Canada,none
bonia.com,23.227.38.32,"Shopify, Inc",Canada,none
pcamart.com.au,23.227.38.65,"Shopify, Inc",Canada,none
homelyelements.com,23.227.38.71,"Shopify, Inc",Canada,none
biglilpeople.com,23.227.38.32,"Shopify, Inc",Canada,none
wilmae.com,23.227.38.32,"Shopify, Inc",Canada,none
vapemood.com,23.227.38.32,"Shopify, Inc",Canada,none
topdon.com,23.227.38.65,"Shopify, Inc",Canada,none
senior.com,23.227.38.32,"Shopify, Inc",Canada,none
kittynook.com,23.227.38.32,"Shopify, Inc",Canada,none
flomattress.com,23.227.38.32,"Shopify, Inc",Canada,none
chinmounts.com,23.227.38.71,"Shopify, Inc",Canada,none
iconsshop.co.za,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
timgenix.com,23.227.38.65,"Shopify, Inc",Canada,none
namro.co,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
blueawayco.com,23.227.38.66,"Shopify, Inc",Canada,none
tonybianco.com,23.227.38.32,"Shopify, Inc",Canada,none
booyakashaa.com,23.227.38.32,"Shopify, Inc",Canada,none
rocksecurity.com.au,23.227.38.65,"Shopify, Inc",Canada,none
inskinn.com,23.227.38.32,"Shopify, Inc",Canada,none
bollywoodvinyl.in,23.227.38.32,"Shopify, Inc",Canada,none
wizardsproducts.com,23.227.38.32,"Shopify, Inc",Canada,none
vasanticosmetics.com,23.227.38.32,"Shopify, Inc",Canada,none
topoko.net,23.227.38.32,"Shopify, Inc",Canada,none
diverge-sneakers.com,23.227.38.32,"Shopify, Inc",Canada,none
tonerparts.com,23.227.38.32,"Shopify, Inc",Canada,none
glittercholi.com,23.227.38.32,"Shopify, Inc",Canada,none
desirables.ca,23.227.38.32,"Shopify, Inc",Canada,none
itestcash.com,23.227.38.32,"Shopify, Inc",Canada,none
kredoworld.com,23.227.38.65,"Shopify, Inc",Canada,none
nexdigitron.com,23.227.38.65,"Shopify, Inc",Canada,none
bmwcrystalstore.com,23.227.38.32,"Shopify, Inc",Canada,none
ukonserve.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
chindragon.com,23.227.38.65,"Shopify, Inc",Canada,none
sheins.shop,23.227.38.32,"Shopify, Inc",Canada,none
iorodeo.com,23.227.38.32,"Shopify, Inc",Canada,none
buntishop.com,23.227.38.32,"Shopify, Inc",Canada,none
wns.clothing,23.227.38.32,"Shopify, Inc",Canada,none
veefresh.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
toprank-importers.shop,23.227.38.70,"Shopify, Inc",Canada,none
gatorz.com,23.227.38.32,"Shopify, Inc",Canada,none
outlier.org,23.227.38.65,"Shopify, Inc",Canada,none
benchbrewing.com,23.227.38.65,"Shopify, Inc",Canada,none
goldenroot.co,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
glowellnessco.com,23.227.38.32,"Shopify, Inc",Canada,none
letablierbleu.com,23.227.38.32,"Shopify, Inc",Canada,none
furlanmarri.com,23.227.38.32,"Shopify, Inc",Canada,none
ofrida.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
bubsemporium.com.au,23.227.38.32,"Shopify, Inc",Canada,none
urbanlighting.com.au,23.227.38.32,"Shopify, Inc",Canada,none
clarks.my,23.227.38.74,"Shopify, Inc",Canada,none
shopflynn.com,23.227.38.32,"Shopify, Inc",Canada,none
kidobebe.com,23.227.38.32,"Shopify, Inc",Canada,none
cliqtoshop.com,23.227.38.65,"Shopify, Inc",Canada,none
wofwf.com,23.227.38.32,"Shopify, Inc",Canada,none
velnue.com,23.227.38.32,"Shopify, Inc",Canada,none
lilyfairies.com,23.227.38.65,"Shopify, Inc",Canada,none
quakecharger.com,23.227.38.74,"Shopify, Inc",Canada,none
bimoo.ca,23.227.38.32,"Shopify, Inc",Canada,none
hammeronline.in,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
purehomecouture.com,23.227.38.32,"Shopify, Inc",Canada,none
madisonheartofnewyork.com,23.227.38.32,"Shopify, Inc",Canada,none
breaksofgod.com,23.227.38.32,"Shopify, Inc",Canada,none
pramank.com,23.227.38.32,"Shopify, Inc",Canada,none
calmingpoochybed.com,23.227.38.70,"Shopify, Inc",Canada,none
vividads.com.au,23.227.38.32,"Shopify, Inc",Canada,none
karasmartfitness.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
silkworld.com.au,23.227.38.32,"Shopify, Inc",Canada,none
lovetuli.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
couplesemotion.com,23.227.38.32,"Shopify, Inc",Canada,none
wolfskulldesign.com,23.227.38.68,"Shopify, Inc",Canada,none
venroy.com.au,23.227.38.32,"Shopify, Inc",Canada,none
mxcloth.com,23.227.38.65,"Shopify, Inc",Canada,none
tapestryhero.com,23.227.38.32,"Shopify, Inc",Canada,none
currencycoffee.com,23.227.38.32,"Shopify, Inc",Canada,none
hipoptical.com,23.227.38.32,"Shopify, Inc",Canada,none
waywardpleasures.com,23.227.38.70,"Shopify, Inc",Canada,none
manzart.com,23.227.38.32,"Shopify, Inc",Canada,none
abreakshop.com,23.227.38.65,"Shopify, Inc",Canada,none
rangeelagoa.com,23.227.38.32,"Shopify, Inc",Canada,none
checkoutfactoryoutlet.com.au,23.227.38.65,"Shopify, Inc",Canada,none
vivienfrank.com,23.227.38.32,"Shopify, Inc",Canada,none
kava.family,23.227.38.65,"Shopify, Inc",Canada,none
slowclothes.com.au,23.227.38.32,"Shopify, Inc",Canada,none
lyfetrition.com,23.227.38.32,"Shopify, Inc",Canada,none
dancingleaftea.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
woodlandscookware.com,23.227.38.32,"Shopify, Inc",Canada,none
vermontbrownie.com,23.227.38.32,"Shopify, Inc",Canada,none
shkertik.com,23.227.38.32,"Shopify, Inc",Canada,none
theluxelens.com,23.227.38.32,"Shopify, Inc",Canada,none
industrialsupplymart.com,23.227.38.65,"Shopify, Inc",Canada,none
hotscart.com,23.227.38.65,"Shopify, Inc",Canada,none
savageluts.com,23.227.38.66,"Shopify, Inc",Canada,none
mrsmilk.co.za,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
andlabbeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
shoproom.in,23.227.38.32,"Shopify, Inc",Canada,none
cheekychickadeestore.com,23.227.38.32,"Shopify, Inc",Canada,none
youraccessoryshop.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
lackofcolor.com.au,23.227.38.32,"Shopify, Inc",Canada,none
sport-supplements.com.au,23.227.38.32,"Shopify, Inc",Canada,none
mintandlily.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
dipsters.in,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
wooltownbend.com,23.227.38.65,"Shopify, Inc",Canada,none
veuxdecor.com,23.227.38.65,"Shopify, Inc",Canada,none
taste.sg,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
granodeorohonduras.com,23.227.38.73,"Shopify, Inc",Canada,none
kodiakleather.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
myozstore.com.au,23.227.38.65,"Shopify, Inc",Canada,none
ibhejo.com,23.227.38.32,"Shopify, Inc",Canada,none
solmaa.com,23.227.38.65,"Shopify, Inc",Canada,none
msulwalife.co.za,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
atshopbmc.com,23.227.38.32,"Shopify, Inc",Canada,none
thriveco.in,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
cleanseandco.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
zaharajewels.com,23.227.38.32,"Shopify, Inc",Canada,none
lovebrownies.co.uk,23.227.38.32,"Shopify, Inc",Canada,none
thecoolstuffco.com.au,23.227.38.32,"Shopify, Inc",Canada,none
missprintclothing.com,23.227.38.32,"Shopify, Inc",Canada,none
eagerway.in,23.227.38.65,"Shopify, Inc",Canada,none
wottergear.com,23.227.38.32,"Shopify, Inc",Canada,none
tempest.sg,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
gregdoucette.com,23.227.38.74,"Shopify, Inc",Canada,none
landart.ca,23.227.38.32,"Shopify, Inc",Canada,none
neverlandstore.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
irafurniture.com,23.227.38.32,"Shopify, Inc",Canada,none
852boxing.com,23.227.38.32,"Shopify, Inc",Canada,none
mysocialbook.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
aylabeauty.com,23.227.38.32,"Shopify, Inc",Canada,none
unbeatstore.in,23.227.38.65,"Shopify, Inc",Canada,none
clickparts.com.au,23.227.38.32,"Shopify, Inc",Canada,none
ziggyandthesun.com,23.227.38.32,"Shopify, Inc",Canada,none
mapleandcotton.com,23.227.38.32,"Shopify, Inc",Canada,none
thegiftedit.com.au,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
mr.shoes,23.227.38.32,"Shopify, Inc",Canada,none
fairdairy.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
wovennook.com,23.227.38.32,"Shopify, Inc",Canada,none
biofood.sa,23.227.38.32,"Shopify, Inc",Canada,none
2xu.com,23.227.38.65,"Shopify, Inc",Canada,none
badgebomb.com,23.227.38.32,"Shopify, Inc",Canada,none
ozelashes.com,23.227.38.32,"Shopify, Inc",Canada,none
oldspiritscompany.com,23.227.38.32,"Shopify, Inc",Canada,none
jacymart.com,23.227.38.65,"Shopify, Inc",Canada,none
alphalete.uk,23.227.38.32,"Shopify, Inc",Canada,none
qwikswitch.co.za,23.227.38.32,"Shopify, Inc",Canada,none
buddybites.dog,23.227.38.32,"Shopify, Inc",Canada,none
thesilkyangels.com,23.227.38.71,"Shopify, Inc",Canada,none
danimariethelabel.com,23.227.38.65,"Shopify, Inc",Canada,none
alexandani.com,23.227.38.65,"Shopify, Inc",Canada,none
vaha.com,23.227.38.65,"Shopify, Inc",Canada,none
therapyblanket.com.au,23.227.38.32,"Shopify, Inc",Canada,none
musicmajlis.co,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
fruitofafghan.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
wtb.com,23.227.38.32,"Shopify, Inc",Canada,none
farjogold.com,23.227.38.32,"Shopify, Inc",Canada,none
allthecoolstuff.co.uk,23.227.38.32,"Shopify, Inc",Canada,none
clicgearusa.com,23.227.38.32,"Shopify, Inc",Canada,none
sweetdegreeskitchen.com,23.227.38.70,"Shopify, Inc",Canada,none
onebaby.com.au,23.227.38.65,"Shopify, Inc",Canada,none
justher.in,23.227.38.32,"Shopify, Inc",Canada,none
atmoko.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
readerswarehouse.co.za,23.227.38.32,"Shopify, Inc",Canada,none
cbd-hongkong.com,23.227.38.32,"Shopify, Inc",Canada,none
lookmatic.com,23.227.38.32,"Shopify, Inc",Canada,none
dreammist.co,23.227.38.32,"Shopify, Inc",Canada,none
illegalslive.com,23.227.38.32,"Shopify, Inc",Canada,none
wnstore.com.tw,23.227.38.65,"Shopify, Inc",Canada,none
tshirtwholesalers.com.au,23.227.38.32,"Shopify, Inc",Canada,none
nutristart.in,23.227.38.65,"Shopify, Inc",Canada,none
greenopia.in,23.227.38.32,"Shopify, Inc",Canada,none
wvtechonomics.com,23.227.38.32,"Shopify, Inc",Canada,none
kawaiii-kw.com,23.227.38.72,"Shopify, Inc",Canada,none
asilioworld.com,23.227.38.32,"Shopify, Inc",Canada,none
damseeds.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
urhospitable.com,23.227.38.69,"Shopify, Inc",Canada,none
onlyjust.com.au,23.227.38.65,"Shopify, Inc",Canada,none
katbos.com,23.227.38.67,"Shopify, Inc",Canada,none
bambolashop.net,23.227.38.65,"Shopify, Inc",Canada,none
rocketpoweredsound.com,23.227.38.65,"Shopify, Inc",Canada,none
cosm-skin-mind.com,23.227.38.32,"Shopify, Inc",Canada,none
peaceoutskincare.com,23.227.38.32,"Shopify, Inc",Canada,none
drpen.com.au,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
campuswardrobe.com,23.227.38.32,"Shopify, Inc",Canada,none
aadar.co,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
zeronine-shop.com,23.227.38.65,"Shopify, Inc",Canada,none
on-sight.co,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
ivei.in,23.227.38.32,"Shopify, Inc",Canada,none
originalartisangold.com,23.227.38.32,"Shopify, Inc",Canada,none
ausbodyworks.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
facerituals.com,23.227.38.32,"Shopify, Inc",Canada,none
directuv.com,23.227.38.65,"Shopify, Inc",Canada,none
easiklip.com,23.227.38.65,"Shopify, Inc",Canada,none
outlookbaby.com,23.227.38.32,"Shopify, Inc",Canada,none
kemidesigns.com,23.227.38.66,"Shopify, Inc",Canada,none
benneshop.com,23.227.38.32,"Shopify, Inc",Canada,none
samanthapleet.com,23.227.38.32,"Shopify, Inc",Canada,none
coteetciel.com,23.227.38.32,"Shopify, Inc",Canada,none
prohavit.com,23.227.38.65,"Shopify, Inc",Canada,none
factionlabs.com,23.227.38.32,"Shopify, Inc",Canada,none
rajasahib.com,23.227.38.65,"Shopify, Inc",Canada,none
boldnroyal.com,23.227.38.32,"Shopify, Inc",Canada,none
lifx.com,23.227.38.65,"Shopify, Inc",Canada,none
ossoro.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
jewelmaze.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
oroa.com,23.227.38.32,"Shopify, Inc",Canada,none
baethelabel.com,23.227.38.74,"Shopify, Inc",Canada,none
fancyadda.in,23.227.38.70,"Shopify, Inc",Canada,none
dr.ca,23.227.38.32,"Shopify, Inc",Canada,none
brandaonlineshopping.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
ovira.com.au,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
latercase.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
ecletticos.com,23.227.38.32,"Shopify, Inc",Canada,none
savara.co.za,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
danhenrywatches.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
schoolyardsnacks.com,23.227.38.73,"Shopify, Inc",Canada,none
fansidea.com,23.227.38.65,"Shopify, Inc",Canada,none
toolsmart.pk,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
botanicuniverse.com,23.227.38.32,"Shopify, Inc",Canada,none
shutthefrontdoor.co.nz,23.227.38.32,"Shopify, Inc",Canada,none
plasticmill.com,23.227.38.32,"Shopify, Inc",Canada,none
knitstore.in,23.227.38.32,"Shopify, Inc",Canada,none
ownyourstigma.com,23.227.38.32,"Shopify, Inc",Canada,none
bariano.com.au,23.227.38.32,"Shopify, Inc",Canada,none
shoptheviral.com,23.227.38.68,"Shopify, Inc",Canada,none
fashnoya.com,23.227.38.32,"Shopify, Inc",Canada,none
dragonvape.ca,23.227.38.32,"Shopify, Inc",Canada,none
swimshop.co.nz,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
petbaby.co,23.227.38.65,"Shopify, Inc",Canada,none
lehengadresses.com,23.227.38.65,"Shopify, Inc",Canada,none
elementron.co,23.227.38.65,"Shopify, Inc",Canada,none
seastainable.co,23.227.38.32,"Shopify, Inc",Canada,none
retroarcadecrafts.com,23.227.38.32,"Shopify, Inc",Canada,none
fetchingware.com.au,23.227.38.32,"Shopify, Inc",Canada,none
dinkydiamonds.com,23.227.38.32,"Shopify, Inc",Canada,none
dogstrom.co,23.227.38.65,"Shopify, Inc",Canada,none
impactcanopy.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
pollywales.com,23.227.38.32,"Shopify, Inc",Canada,none
labelkanupriya.com,23.227.38.32,"Shopify, Inc",Canada,none
reekza.com,23.227.38.73,"Shopify, Inc",Canada,none
beardsoft.shop,23.227.38.32,"Shopify, Inc",Canada,none
shorehawk.co,23.227.38.32,"Shopify, Inc",Canada,none
fetchnbuy.in,23.227.38.32,"Shopify, Inc",Canada,none
fantasticfaithfashion.com,23.227.38.67,"Shopify, Inc",Canada,none
moudda.com,23.227.38.64,"Shopify, Inc",Canada,none
petiteskinco.com,23.227.38.32,"Shopify, Inc",Canada,none
liquiddiffuser.com,23.227.38.72,"Shopify, Inc",Canada,none
ellesye.com,23.227.38.65,"Shopify, Inc",Canada,none
secure-rite.co.za,23.227.38.32,"Shopify, Inc",Canada,none
bigstorehero.com,23.227.38.65,"Shopify, Inc",Canada,none
fewandfarco.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
cakeandboxes.com,23.227.38.32,"Shopify, Inc",Canada,none
honeysuckleswimcompany.com,23.227.38.32,"Shopify, Inc",Canada,none
graydonskincare.com,23.227.38.32,"Shopify, Inc",Canada,none
portmoca.com,23.227.38.32,"Shopify, Inc",Canada,none
marscosmetics.in,23.227.38.32,"Shopify, Inc",Canada,none
sokkat-alteeb.com,23.227.38.32,"Shopify, Inc",Canada,none
beebuzzywraps.com.au,23.227.38.32,"Shopify, Inc",Canada,none
snackstar.in,23.227.38.32,"Shopify, Inc",Canada,none
fijiwater.com,23.227.38.74,"Shopify, Inc",Canada,none
feteszoumzoumparty.com,23.227.38.32,"Shopify, Inc",Canada,none
boonties.com,23.227.38.32,"Shopify, Inc",Canada,none
poshfurniture.store,23.227.38.32,"Shopify, Inc",Canada,none
lou-nik.com,23.227.38.70,"Shopify, Inc",Canada,none
empress.cc,23.227.38.32,"Shopify, Inc",Canada,none
shopluxedetox.com,23.227.38.36,"Shopify, Inc",Canada,none
lastandlapel.com,23.227.38.32,"Shopify, Inc",Canada,none
finderskeepersgifts.com.au,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
crystalyjewelry.com,23.227.38.36,"Shopify, Inc",Canada,none
kypshop.ca,23.227.38.32,"Shopify, Inc",Canada,none
melissa.co.id,23.227.38.32,"Shopify, Inc",Canada,none
silverfernbrand.com,23.227.38.32,"Shopify, Inc",Canada,none
monkstory.com,23.227.38.32,"Shopify, Inc",Canada,none
legendarydiy.art,23.227.38.66,"Shopify, Inc",Canada,none
bellezzarepublic.com,23.227.38.36,"Shopify, Inc",Canada,none
stareurr.com,23.227.38.32,"Shopify, Inc",Canada,none
fullyfilmy.in,23.227.38.32,"Shopify, Inc",Canada,none
myvega.ca,23.227.38.32,"Shopify, Inc",Canada,none
any-cast.com,23.227.38.32,"Shopify, Inc",Canada,none
prepaidpack.com,23.227.38.69,"Shopify, Inc",Canada,none
maharishiayurvedaindia.com,23.227.38.32,"Shopify, Inc",Canada,none
everafterboutiquekc.com,23.227.38.32,"Shopify, Inc",Canada,none
subwear.co.za,23.227.38.32,"Shopify, Inc",Canada,none
snackfirst.com,23.227.38.32,"Shopify, Inc",Canada,none
firebox.com,23.227.38.65,"Shopify, Inc",Canada,none
greenbeanery.ca,23.227.38.32,"Shopify, Inc",Canada,none
shopmuzo.com,23.227.38.32,"Shopify, Inc",Canada,none
blenderbottle.com,23.227.38.32,"Shopify, Inc",Canada,none
sopiguard.com,23.227.38.36,"Shopify, Inc",Canada,none
biosteel.ca,23.227.38.32,"Shopify, Inc",Canada,none
biltwellinc.com,23.227.38.32,"Shopify, Inc",Canada,none
sukhtea.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
gfashion.in,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
oakhollowfurniture.com,23.227.38.32,"Shopify, Inc",Canada,none
conniesfashionvault.com,23.227.38.32,"Shopify, Inc",Canada,none
pushas.com,23.227.38.32,"Shopify, Inc",Canada,none
maidenshieldcosmetics.com,23.227.38.32,"Shopify, Inc",Canada,none
felixandco.com,23.227.38.32,"Shopify, Inc",Canada,none
tefal-shop.com.au,23.227.38.74,"Shopify, Inc",Canada,none
vibelightsled.com,23.227.38.36,"Shopify, Inc",Canada,none
fleurduluxe.com,23.227.38.32,"Shopify, Inc",Canada,none
popeyesonlineorders.com,23.227.38.65,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
merchandyes.co,23.227.38.65,"Shopify, Inc",Canada,none
dayyoga.shop,23.227.38.65,"Shopify, Inc",Canada,none
thebimba.com,23.227.38.32,"Shopify, Inc",Canada,"<td align=""left""><a href=""/view/cities/170/IP_Addresses_Ottawa.html"">Ottawa</a></td>"
